SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ChargesPerMonth,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_proba,ab_group,p_retention_sim,retained_sim
1,0,0,40,1,1,103.75,4188.4,0,102.1560975609756,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0.43536217079086426,treatment,0.5958530805687203,1
0,0,0,1,1,0,71.1,71.1,0,35.55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8634627780035409,control,0.49585308056872035,0
0,0,0,1,1,1,49.9,49.9,0,24.95,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.7006858002454426,treatment,0.5958530805687203,1
1,0,0,2,1,1,49.25,91.1,1,30.366666666666664,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7576202255877146,control,0.49585308056872035,1
0,0,0,51,1,0,83.4,4149.45,0,79.79711538461538,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5621219364332903,treatment,0.5958530805687203,1
0,0,0,1,1,1,20.45,20.45,0,10.225,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.5242422919047468,treatment,0.5958530805687203,0
0,0,0,3,1,1,75.1,270.7,1,67.675,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.8245889215928344,control,0.49585308056872035,1
0,1,0,1,1,1,20.65,20.65,0,10.325,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.6504162773237813,treatment,0.5958530805687203,0
0,1,1,3,1,1,50.15,168.15,1,42.0375,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.7561953507662637,control,0.49585308056872035,1
0,0,0,35,1,0,83.15,2848.45,0,79.1236111111111,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.7091610375196324,treatment,0.5958530805687203,0
0,0,0,29,1,1,84.9,2516.2,0,83.87333333333332,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.7572126145571113,control,0.49585308056872035,1
0,0,0,4,1,0,49.25,208.45,0,41.69,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5759206630963727,treatment,0.5958530805687203,0
0,0,0,25,1,1,79.85,2015.35,1,77.51346153846154,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5778431594506577,control,0.49585308056872035,1
1,0,0,27,1,1,104.65,2964.0,0,105.85714285714286,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,0.4393510945243478,treatment,0.5958530805687203,0
0,1,0,29,1,1,75.3,2263.4,0,75.44666666666667,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.5324844105227272,treatment,0.5958530805687203,0
0,0,0,1,1,0,19.55,19.55,1,9.775,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.5628678111545412,treatment,0.5958530805687203,1
0,1,0,20,1,1,81.0,1683.7,0,80.17619047619048,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.5109072488078349,treatment,0.5958530805687203,0
0,0,1,14,1,1,86.0,1164.05,0,77.60333333333332,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.6081453894730494,treatment,0.5958530805687203,1
0,0,0,46,1,1,89.15,4245.55,0,90.3308510638298,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.49822749873405753,treatment,0.5958530805687203,0
0,0,0,32,1,1,85.65,2664.3,0,80.73636363636365,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.635781510012243,control,0.49585308056872035,0
0,0,0,26,0,1,50.35,1277.5,0,47.31481481481482,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0.4074128926616507,treatment,0.5958530805687203,0
1,1,0,68,1,1,80.35,5589.3,0,81.00434782608696,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.45833817345961597,control,0.49585308056872035,1
0,1,1,4,1,1,85.95,381.3,1,76.26,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.8729531612661752,treatment,0.5958530805687203,0
0,0,0,3,1,1,45.35,141.5,1,35.375,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7802574319701102,control,0.49585308056872035,0
1,1,0,33,1,1,94.5,3105.55,1,91.33970588235294,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.7648228968503458,treatment,0.5958530805687203,0
0,1,1,5,1,1,80.85,356.1,0,59.35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.8305060826385582,treatment,0.5958530805687203,0
1,0,0,30,1,0,91.7,2758.15,1,88.97258064516129,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0.5318436372228115,control,0.49585308056872035,1
0,0,0,45,1,1,87.25,3941.7,1,85.6891304347826,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.6570295843498875,treatment,0.5958530805687203,0
0,1,1,25,1,1,75.5,1901.05,0,73.11730769230769,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7180486347999729,treatment,0.5958530805687203,1
0,1,0,27,1,0,90.15,2423.4,0,86.55,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.5870355016826563,treatment,0.5958530805687203,1
1,0,0,42,1,1,79.35,3344.1,0,77.76976744186047,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5649131600620035,control,0.49585308056872035,0
0,0,0,2,1,1,80.45,137.1,0,45.7,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.7185098877239727,treatment,0.5958530805687203,0
0,0,0,10,1,0,98.55,1008.55,1,91.68636363636364,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.817798532521777,treatment,0.5958530805687203,1
0,0,0,5,1,1,44.05,202.15,0,33.69166666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5989213339753724,control,0.49585308056872035,1
1,0,0,3,1,0,75.05,202.9,0,50.725,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.7975490095979945,control,0.49585308056872035,1
0,1,0,2,1,0,90.35,190.5,0,63.5,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.6764978727362778,control,0.49585308056872035,0
1,0,0,20,1,1,98.55,1842.8,1,87.75238095238095,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.8252163672592271,treatment,0.5958530805687203,1
0,0,1,15,1,1,85.9,1269.55,1,79.346875,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7326724600932552,control,0.49585308056872035,0
0,0,0,1,1,0,20.8,20.8,0,10.4,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.5869643550523335,treatment,0.5958530805687203,0
0,0,0,22,1,0,89.25,1907.85,1,82.95,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.7361932896464312,treatment,0.5958530805687203,1
0,1,0,3,1,1,70.3,208.85,1,52.2125,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8246899376735023,control,0.49585308056872035,0
0,0,0,11,0,1,35.8,363.15,0,30.2625,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.501298457211987,treatment,0.5958530805687203,0
0,0,0,22,1,1,78.85,1600.25,0,69.57608695652173,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.599004613878417,treatment,0.5958530805687203,1
0,0,0,41,1,1,74.25,3089.1,0,73.55,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.6225433602554854,control,0.49585308056872035,1
0,0,0,15,1,1,93.35,1444.65,1,90.290625,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.8375104726773287,control,0.49585308056872035,0
0,0,0,1,1,0,19.9,19.9,1,9.95,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.6041971754408353,control,0.49585308056872035,0
0,1,0,5,1,1,88.9,454.15,1,75.69166666666666,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.7690618930183546,control,0.49585308056872035,0
0,1,0,33,1,1,95.8,3036.75,1,89.31617647058823,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0.6023694046563676,control,0.49585308056872035,1
0,1,1,3,0,0,40.3,92.5,0,23.125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0.6146120930291495,treatment,0.5958530805687203,1
0,0,0,2,1,1,82.0,184.65,1,61.55,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8659506025509863,control,0.49585308056872035,1
0,0,0,2,1,0,45.35,89.5,1,29.833333333333332,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7538807335762157,control,0.49585308056872035,0
0,1,1,5,1,0,44.8,220.45,0,36.74166666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5748744156296098,treatment,0.5958530805687203,1
0,0,0,1,1,1,52.2,52.2,1,26.1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.7071517138085585,treatment,0.5958530805687203,1
1,0,0,46,1,1,110.0,4874.8,1,103.7191489361702,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.4871408891225316,treatment,0.5958530805687203,1
0,0,0,6,0,0,45.0,298.7,0,42.67142857142857,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.5373627266555282,treatment,0.5958530805687203,0
0,1,0,2,1,1,64.2,143.65,0,47.88333333333333,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0.42973403363672785,control,0.49585308056872035,0
0,1,1,1,1,0,20.0,20.0,0,10.0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.5231083991181611,control,0.49585308056872035,1
0,0,0,62,1,1,96.75,6125.4,1,97.22857142857144,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0.5685933112857537,treatment,0.5958530805687203,1
0,0,0,10,1,1,98.5,1058.25,1,96.20454545454544,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.8562328136911096,treatment,0.5958530805687203,1
0,0,0,6,1,1,85.35,489.45,1,69.92142857142856,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.8374349985467845,treatment,0.5958530805687203,1
0,1,0,40,1,1,101.3,4113.1,1,100.31951219512196,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.7352388749288374,control,0.49585308056872035,0
0,0,0,1,1,1,69.55,69.55,1,34.775,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9050766478738355,treatment,0.5958530805687203,0
0,0,0,58,1,1,103.25,6017.65,1,101.99406779661015,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0.4925000043526511,treatment,0.5958530805687203,1
0,0,0,25,1,1,84.6,2088.05,0,80.3096153846154,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.6416015013175997,control,0.49585308056872035,0
0,0,0,2,1,1,86.2,178.7,1,59.56666666666666,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.8426916445140057,treatment,0.5958530805687203,0
0,1,0,21,1,1,111.2,2317.1,1,105.32272727272726,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0.6958929631482724,treatment,0.5958530805687203,0
0,1,0,61,1,1,106.35,6751.35,0,108.89274193548388,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0.5483655586580344,control,0.49585308056872035,1
0,0,0,47,1,1,103.1,4889.3,0,101.86041666666668,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.5291208261642134,control,0.49585308056872035,1
0,0,0,5,1,1,63.95,318.1,0,53.01666666666667,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,0.42329906054720967,treatment,0.5958530805687203,0
0,1,1,16,1,1,89.45,1430.25,1,84.13235294117646,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,0.6745089606742967,control,0.49585308056872035,1
1,1,0,7,1,1,95.6,644.35,1,80.54375,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.8657089845531254,control,0.49585308056872035,1
0,1,1,60,1,0,90.95,5453.4,1,89.39999999999999,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,0.46892524218514664,control,0.49585308056872035,0
0,1,0,50,1,0,108.55,5610.7,1,110.01372549019608,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,0.4678990067449951,control,0.49585308056872035,1
0,1,1,37,1,1,88.8,3340.55,0,87.90921052631579,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.6628621831123672,treatment,0.5958530805687203,1
1,0,0,4,1,1,78.85,292.8,1,58.56,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.84232444797557,treatment,0.5958530805687203,0
0,0,0,1,1,0,44.4,44.4,1,22.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7014430891814107,control,0.49585308056872035,1
1,0,0,55,1,1,100.0,5509.3,1,98.38035714285716,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0.5383304310383933,treatment,0.5958530805687203,1
0,0,0,13,0,1,30.85,394.1,0,28.15,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4501077389255854,treatment,0.5958530805687203,0
0,0,0,1,1,1,89.9,89.9,1,44.95,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.8963625399255072,control,0.49585308056872035,1
0,0,0,5,1,1,64.35,352.65,0,58.775,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.5002991681669362,treatment,0.5958530805687203,1
0,0,1,62,1,1,100.15,6413.65,1,101.80396825396824,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0.5240682729194429,control,0.49585308056872035,1
0,0,0,1,1,0,50.8,50.8,1,25.4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7109488004330926,treatment,0.5958530805687203,0
1,1,0,20,1,1,73.65,1463.5,1,69.69047619047619,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7532112103124669,treatment,0.5958530805687203,0
0,0,0,3,1,1,95.1,307.4,1,76.85,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.8529269499265807,treatment,0.5958530805687203,1
0,0,0,22,1,1,94.65,2104.55,1,91.50217391304348,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.6992131051328349,control,0.49585308056872035,0
0,1,0,4,1,1,80.6,319.15,1,63.83,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.7843886463085452,treatment,0.5958530805687203,0
0,1,0,59,1,0,85.55,5084.65,1,84.74416666666666,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.4114567630599569,control,0.49585308056872035,0
0,0,0,60,0,1,50.8,3027.4,1,49.62950819672131,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.5086364059001792,control,0.49585308056872035,0
0,0,0,3,0,1,34.8,113.95,0,28.4875,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.6427613820218296,control,0.49585308056872035,0
0,0,0,15,1,0,105.1,1582.75,1,98.921875,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0.7409768258481144,treatment,0.5958530805687203,1
0,0,0,10,1,1,110.1,1043.3,1,94.84545454545454,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0.7124755227268064,control,0.49585308056872035,1
0,0,0,6,1,0,83.9,497.55,1,71.07857142857144,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.8137962724348807,treatment,0.5958530805687203,0
0,0,0,1,1,1,20.05,20.05,0,10.025,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.6498741973068288,treatment,0.5958530805687203,0
1,0,0,7,1,1,84.35,609.65,0,76.20625,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.8383745853704826,control,0.49585308056872035,1
1,0,0,27,1,1,110.5,2857.6,0,102.05714285714284,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0.4021221037122644,control,0.49585308056872035,0
0,1,1,63,1,1,100.55,6215.35,1,97.11484375,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.5034378889420834,control,0.49585308056872035,0
0,1,1,31,1,0,89.3,2823.0,0,88.21875,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.449295065982176,treatment,0.5958530805687203,1
0,1,1,50,1,1,103.85,5017.9,1,98.39019607843136,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0.6284388589914511,treatment,0.5958530805687203,1
1,0,0,32,1,1,81.1,2619.25,0,79.37121212121212,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.5759095236469295,control,0.49585308056872035,0
0,0,0,1,0,0,24.6,24.6,1,12.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7465541557944624,treatment,0.5958530805687203,1
0,0,0,30,1,1,94.3,2679.7,0,86.44193548387096,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.546480771738823,control,0.49585308056872035,0
0,0,0,12,1,1,98.9,1120.95,1,86.22692307692309,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0.7878308227133423,treatment,0.5958530805687203,1
0,1,0,50,1,1,94.4,4914.9,0,96.37058823529412,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.43668019410703657,treatment,0.5958530805687203,0
0,0,0,2,1,0,19.5,27.55,0,9.183333333333334,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.45707509868699137,treatment,0.5958530805687203,0
0,0,0,9,1,0,98.3,923.5,1,92.35,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0.8125120055568797,treatment,0.5958530805687203,0
0,0,0,17,1,0,93.85,1625.65,1,90.3138888888889,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.7399096197802598,treatment,0.5958530805687203,0
0,1,0,56,1,1,105.6,6068.65,0,106.46754385964913,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0.4115146894668845,control,0.49585308056872035,1
1,0,0,9,1,1,100.5,918.6,1,91.86,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.884599728509679,control,0.49585308056872035,0
0,0,0,4,1,1,56.4,234.85,0,46.97,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.6093682966077626,control,0.49585308056872035,1
1,0,0,10,1,1,72.85,688.65,1,62.60454545454545,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7972042175038203,treatment,0.5958530805687203,1
1,0,0,15,1,0,89.0,1288.3,0,80.51875,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.6589121974420447,treatment,0.5958530805687203,1
1,1,0,1,1,1,73.55,73.55,1,36.775,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9048508921547179,treatment,0.5958530805687203,1
1,0,0,23,1,1,75.4,1643.55,0,68.48125,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5770249555519833,treatment,0.5958530805687203,1
0,0,0,26,1,1,80.7,2193.0,0,81.22222222222223,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.742724053410255,control,0.49585308056872035,0
0,0,0,21,1,1,104.55,2239.4,0,101.7909090909091,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,0.4578220643694554,treatment,0.5958530805687203,0
0,1,0,16,1,1,75.4,1189.4,0,69.96470588235294,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7943362333226479,control,0.49585308056872035,1
1,0,0,22,1,0,81.7,1820.9,0,79.16956521739131,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5567793902785544,control,0.49585308056872035,1
1,0,0,3,1,1,79.4,205.05,1,51.2625,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8639131563397199,treatment,0.5958530805687203,0
0,0,0,13,1,1,81.15,952.3,1,68.02142857142857,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.7995636518390379,treatment,0.5958530805687203,1
0,0,0,16,1,0,75.1,1212.85,0,71.34411764705882,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6215674636694878,treatment,0.5958530805687203,1
1,0,0,4,1,1,84.6,360.1,1,72.02000000000001,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.8851099666963722,control,0.49585308056872035,1
1,1,0,4,1,1,83.25,308.05,0,61.61,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.8786573306606975,treatment,0.5958530805687203,1
0,0,0,6,1,1,79.05,434.5,1,62.07142857142857,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7640363639638399,control,0.49585308056872035,0
0,0,1,13,0,0,30.15,382.2,0,27.3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5202869348981158,treatment,0.5958530805687203,1
0,0,0,24,1,1,79.85,2001.0,0,80.04,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.6043017007345831,treatment,0.5958530805687203,0
0,1,1,54,1,1,104.1,5645.8,0,102.6509090909091,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.4657442620801887,control,0.49585308056872035,1
0,0,0,3,1,0,74.4,215.8,1,53.95,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8266179575025342,control,0.49585308056872035,0
1,1,1,32,1,1,91.35,2896.55,0,87.77424242424243,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.5895144150348787,control,0.49585308056872035,1
1,0,0,35,1,1,99.05,3395.8,1,94.32777777777778,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.775648100860246,treatment,0.5958530805687203,1
1,0,0,2,1,0,44.95,85.15,1,28.383333333333336,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7137948831837493,control,0.49585308056872035,0
0,0,0,8,1,0,75.6,535.55,0,59.50555555555555,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7757237918870074,treatment,0.5958530805687203,1
0,0,0,15,1,0,58.95,955.15,0,59.696875,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.4172674365229775,treatment,0.5958530805687203,1
0,0,0,22,1,1,95.1,2162.6,0,94.02608695652174,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.8156156426376658,treatment,0.5958530805687203,0
0,1,0,1,1,0,44.7,44.7,1,22.35,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6896649313713819,control,0.49585308056872035,0
0,0,0,4,1,0,56.75,245.15,0,49.03,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5197984229965246,treatment,0.5958530805687203,0
0,1,1,32,1,1,86.1,2723.75,0,82.53787878787878,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.6684553475970406,control,0.49585308056872035,0
1,1,0,7,0,0,29.8,220.45,0,27.55625,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4971922932917825,treatment,0.5958530805687203,0
0,0,0,1,1,1,45.7,45.7,1,22.85,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7345610792702094,treatment,0.5958530805687203,0
1,0,0,8,1,0,100.3,832.35,1,92.48333333333332,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,0.7541613846876184,treatment,0.5958530805687203,0
0,0,0,2,1,1,96.0,174.8,1,58.26666666666667,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.9012788666147925,treatment,0.5958530805687203,0
0,0,0,1,1,0,90.55,90.55,1,45.275,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.8965468938843553,control,0.49585308056872035,1
0,1,0,49,1,1,93.85,4733.1,0,94.662,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.4450860004139876,treatment,0.5958530805687203,1
